poll_id,sample_size,population,end_date,state,Biden,Buttigieg,Cheney,Christie,Clinton,Cohen,Cotton,Cruz,Cuban,DeSantis,Haley,Harris,Hawley,Hogan,Kennedy,M. Obama,Manchin,Mapstead,McConaughey,Musk,Newsom,Noem,Oliver,P. Murphy,Pence,Phillips,Pompeo,Pritzker,R. Scott,Ramaswamy,Romney,Rubio,Sanders,Scott,Segal,Shapiro,Stein,Sununu,Swift,Trump,Trump Jr.,Warren,West,Whitmer,Yang,Youngkin
84315,1250,rv,5/4/23,"",42,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84316,1250,rv,6/9/23,"",42.8,,,,,,,,,41.2,,,,,,,,,,,,,,,,,,,,,,,,37.2,,,,,,44.5,,,,,,
84317,1725,rv,10/2/23,Pennsylvania,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
84321,506,lv,9/29/23,Iowa,37.7,,,,,,,,,,,,,,,,,,,,34.7,,,,,,,,,,,,,,,,,,,47.45,,,,,,
84322,700,rv,9/28/23,Pennsylvania,45.5,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84334,1005,a,10/4/23,"",33,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,
84337,450,rv,10/3/23,Kentucky,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6,,,,,,
84338,1337,rv,10/2/23,"",34.5,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84338,1784,a,10/2/23,"",31.5,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84347,1262,rv,9/29/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84354,5000,rv,10/8/23,"",42,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84355,2000,lv,10/5/23,"",42,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,42.35,,,,,,
84366,1251,rv,10/3/23,Nevada,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84367,438,rv,10/4/23,Ohio,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6,,,,,,
84368,447,rv,10/3/23,Oklahoma,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,
84369,600,lv,10/8/23,Michigan,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,46.2,,
84371,2207,lv,10/3/23,"",44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84371,2474,rv,10/3/23,"",41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,,,,
84371,3030,a,10/3/23,"",37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,,,
84373,1296,rv,10/10/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84373,1500,a,10/10/23,"",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
84374,2982,rv,10/7/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84377,430,rv,10/4/23,Pennsylvania,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,,,,,,
84378,490,rv,10/4/23,Idaho,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,,,,,,
84379,1437,rv,9/19/23,Virginia,41.3333333333333,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,39.3333333333333,,,6,,,
84380,1451,rv,9/19/23,Montana,31.6666666666667,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,51.3333333333333,,,5.5,,,
84381,1559,rv,9/19/23,Ohio,37.6666666666667,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,45,,,7.5,,,
84382,1007,rv,10/9/23,"",45,,,,,,,,,49,49,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,44.6666666666667,,,9,,,
84392,532,rv,10/4/23,Wisconsin,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84395,491,rv,10/4/23,Missouri,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,,,,,,
84396,487,rv,10/4/23,Kansas,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
84399,539,rv,10/4/23,West Virginia,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3,,,,,,
84400,462,rv,10/4/23,Indiana,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,,,,,,
84401,464,rv,10/4/23,Iowa,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,,,,
84402,423,rv,10/4/23,Nebraska,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8,,,,,,
84408,1218,rv,10/11/23,"",46.5,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,
84410,627,lv,10/8/23,Arizona,38,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84411,1100,lv,10/8/23,Florida,38,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84412,761,lv,10/8/23,Georgia,39,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84413,820,lv,10/9/23,Michigan,39.5,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,40.5,,,,,,
84414,736,lv,10/8/23,North Carolina,38,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84415,900,lv,10/8/23,Pennsylvania,41,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,40.5,,,,,,
84416,419,rv,10/4/23,North Dakota,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,
84417,432,rv,10/4/23,South Dakota,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3,,,,,,
84418,468,rv,10/4/23,Illinois,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,,,,,,
84419,435,rv,10/4/23,Arkansas,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6,,,,,,
84421,477,rv,10/4/23,Minnesota,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8,,,,,,
84422,468,rv,10/4/23,Michigan,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,
84423,442,rv,10/4/23,Colorado,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,,,,,,
84424,,lv,10/12/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84425,5000,rv,10/15/23,"",42.5,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84426,447,rv,10/4/23,Montana,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6,,,,,,
84427,478,rv,10/4/23,Wyoming,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.6,,,,,,
84428,410,rv,10/4/23,Tennessee,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,,,,,,
84437,1033,lv,10/5/23,"",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84439,1417,rv,10/16/23,"",40.5,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84439,1850,a,10/16/23,"",36.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84440,1123,rv,10/16/23,"",42,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,40.6666666666667,,,,,,
84443,2008,rv,9/11/23,"",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
84444,,rv,10/16/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84448,784,lv,10/15/23,"",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
84450,804,rv,10/10/23,Arizona,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
84451,801,rv,10/10/23,Georgia,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
84452,706,rv,10/10/23,Michigan,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84453,503,rv,10/10/23,Nevada,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84454,702,rv,10/10/23,North Carolina,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
84455,807,rv,10/10/23,Pennsylvania,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84456,700,rv,10/10/23,Wisconsin,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84457,869,lv,10/15/23,"",46.15,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,45.75,,,3.7,,,
84461,1578,rv,10/17/23,"",42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,,39.8,,,,,,,47.55,,,,,,
84462,1262,lv,9/20/23,"",40,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,41,,,2,,,
84467,2116,rv,10/18/23,"",40.8,,,,,,,,,41,38.5,41.3333333333333,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,45.75,,,3,,,
84469,1000,rv,10/20/23,"",38.65,,,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,,,,38.875,,,5.6,,,
84473,1375,lv,10/18/23,Alaska,33,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84476,3318,lv,10/17/23,"",36.9,,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,37.9,,,,,,
84478,1225,rv,10/19/23,New York,42,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,34,,,5,,,
84479,806,lv,10/12/23,Missouri,36.5,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,50.5,,,,,,
84481,1000,lv,10/19/23,"",39.5,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,40,,,3,,,
84482,5000,rv,10/22/23,"",43,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84484,3029,rv,10/23/23,"",39.5,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,3,,,
84486,,rv,8/30/23,"",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84486,1165,rv,8/30/23,"",37,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,4,,,
84486,1167,rv,8/30/23,"",41,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,38,,,5,,,
84488,1200,rv,10/17/23,Texas,35.8333333333333,,,,,,,,,39,32,,,,,,,,,,,,,,29,,,,,33,,,,33,,,,,,45,,,,,,
84489,700,a,10/20/23,Massachusetts,43,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,
84491,835,lv,10/16/23,Tennessee,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,
84491,844,lv,10/16/23,Tennessee,23,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,
84491,872,lv,10/16/23,Tennessee,23,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
84491,1075,rv,10/16/23,Tennessee,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,
84491,1118,rv,10/16/23,Tennessee,21,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
84491,1164,rv,10/16/23,Tennessee,18,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84492,873,rv,10/22/23,Pennsylvania,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84497,1000,lv,10/24/23,"",38.3333333333333,,,,,,,,,,,42,,,13,,,,,,,,,,,,,,,,,,,,,,,,,43.75,,,2,,,
84499,1500,rv,10/25/23,"",39,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
84501,628,lv,10/12/23,Georgia,42.45,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,47.75,,,4.9,,,
84510,1183,lv,10/29/23,"",38,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
84510,1500,rv,10/29/23,"",33,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,
84511,1000,lv,10/27/23,"",47,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
84513,1333,rv,10/31/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84513,1500,a,10/31/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
84515,568,lv,10/30/23,"",40.45,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,41.4,,,,,,
84516,1000,a,10/29/23,"",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,
84517,1610,rv,10/30/23,"",40.6666666666667,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,39,,,6,,,
84519,1029,lv,10/26/23,"",44.3333333333333,,,,,,,,,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
84520,2021,rv,11/1/23,"",43.5,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,47.5,,,4,,,
84522,600,lv,10/26/23,Nevada,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84526,668,rv,10/19/23,Ohio,38,,,,,,,,,38,34,,,,11,,,,,,,,,,38,,,,,,,,,,,,,,,43.5,,,,,,
84533,20000,a,9/12/23,"",37.7142857142857,,,15,,,,,,27,20,,,,,,,,,,,,,,23,,,,,23,,,,19,,,,,,38,,,,,,
84534,1011,rv,10/11/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,
84542,603,lv,11/3/23,Arizona,39.25,,,,,,,,,46,46,43,,,24,,,,,,,,,,,,,,,,,,,,,,,,,43.6666666666667,,,,,,
84542,603,rv,11/3/23,Arizona,39,,,,,,,,,46,45,43,,,26,,,,,,,,,,,,,,,,,,,,,,,,,43.3333333333333,,,,,,
84543,629,lv,11/3/23,Georgia,39.75,,,,,,,,,45,45,44,,,23,,,,,,,,,,,,,,,,,,,,,,,,,44.6666666666667,,,,,,
84543,629,rv,11/3/23,Georgia,38.75,,,,,,,,,43,43,44,,,24,,,,,,,,,,,,,,,,,,,,,,,,,43.3333333333333,,,,,,
84544,616,lv,11/3/23,Michigan,40,,,,,,,,,43,46,48,,,25,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84544,616,rv,11/3/23,Michigan,37.75,,,,,,,,,42,45,45,,,26,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84545,611,lv,11/3/23,Nevada,38.25,,,,,,,,,45,46,42,,,19,,,,,,,,,,,,,,,,,,,,,,,,,47.3333333333333,,,,,,
84545,611,rv,11/3/23,Nevada,38,,,,,,,,,43,44,42,,,23,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84546,600,lv,11/3/23,Pennsylvania,40.5,,,,,,,,,47,49,44,,,21,,,,,,,,,,,,,,,,,,,,,,,,,44.3333333333333,,,,,,
84546,600,rv,11/3/23,Pennsylvania,40,,,,,,,,,45,48,44,,,23,,,,,,,,,,,,,,,,,,,,,,,,,43.3333333333333,,,,,,
84547,603,lv,11/3/23,Wisconsin,41.75,,,,,,,,,48,53,46,,,21,,,,,,,,,,,,,,,,,,,,,,,,,42.6666666666667,,,,,,
84547,603,rv,11/3/23,Wisconsin,41.75,,,,,,,,,48,52,46,,,22,,,,,,,,,,,,,,,,,,,,,,,,,42.3333333333333,,,,,,
84549,1759,lv,11/3/23,"",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
84552,6000,rv,10/29/23,"",43,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84584,2202,lv,10/26/23,"",44,,,,,,,,,47,44,45,,,,46,,,,,43,,,,41,,,,,42,,,46,,,,,,,45.2,,,,,,
84584,2605,rv,10/26/23,"",41.4,,,,,,,,,45,43,43,,,,45,,,,,41,,,,40,,,,,41,,,44,,,,,,,44.4,,,,,,
84594,1497,lv,11/5/23,"",37.1,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,40.1,,,1.7,,,
84594,1674,rv,11/5/23,"",34.2,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,39.1,,,1.9,,,
84594,2023,a,11/5/23,"",29.4,,,,,,,,,,,,,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,37.1,,,2,,,
84595,2000,lv,11/1/23,"",43.45,,,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,42.35,,,,,,
84599,6000,rv,11/5/23,"",41.5,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84608,1271,rv,11/2/23,"",42.25,,,,,,,,,48,49,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,45,,,4,,,
84614,1002,lv,11/3/23,Georgia,42.6,,,,,,,,,41.8,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,,,,,,
84615,4506,lv,10/30/23,California,44.5,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,30,,,4,,,
84616,908,rv,11/2/23,Wisconsin,47.3333333333333,,,,,,,,,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
84617,1395,lv,10/19/23,California,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,
84618,1242,rv,11/3/23,"",41,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,39,,,2,,,
84619,788,lv,11/4/23,Michigan,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84619,1000,rv,11/4/23,Michigan,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84620,816,lv,11/4/23,Pennsylvania,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1,,,,,,
84620,1000,rv,11/4/23,Pennsylvania,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,,,,,,
84621,780,lv,11/4/23,Georgia,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1,,,,,,
84621,1000,rv,11/4/23,Georgia,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,,,,,,
84622,819,lv,11/4/23,Wisconsin,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2,,,,,,
84622,1000,rv,11/4/23,Wisconsin,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,,,,,,
84623,778,lv,11/4/23,Arizona,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,
84623,1000,rv,11/4/23,Arizona,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,,,,,,
84624,770,lv,11/4/23,Nevada,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3,,,,,,
84624,1000,rv,11/4/23,Nevada,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,,,,,,
84649,597,lv,11/2/23,Ohio,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
84650,800,rv,11/7/23,Arizona,39,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,43,,,1,,,
84651,803,rv,11/7/23,Georgia,37.5,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,1,,,
84652,700,rv,11/7/23,Michigan,40.5,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,40,,,2,,,
84653,437,rv,11/7/23,Nevada,39,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,1,,,
84654,702,rv,11/7/23,North Carolina,36,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,45,,,2,,,
84655,805,rv,11/7/23,Pennsylvania,41,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,44,,,1,,,
84656,675,rv,11/7/23,Wisconsin,41,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,2,,,
84665,755,rv,11/5/23,North Carolina,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
84666,1010,rv,10/31/23,Arizona,37.5,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84667,6130,rv,11/12/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84678,987,lv,11/12/23,"",42,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,40.5,,,,,,
84681,1272,rv,11/14/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84684,917,rv,11/13/23,New Hampshire,42.7,,,,,,,,,37.5,44.7,,,,7.9,,,,,,,,,,,,,,,,,,47.6,,,,,,,41.125,,44.5,1.1,,,
84685,668,lv,11/7/23,"",47.3333333333333,,,,,,,,,51,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
84685,856,rv,11/7/23,"",47.3333333333333,,,,,,,,,51,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
84686,1058,rv,11/13/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84686,1061,rv,11/13/23,"",39,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84687,1574,rv,11/13/23,"",39.3333333333333,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,3,,,41.3333333333333,,,3,,,
84688,1006,a,11/14/23,"",39.5,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,
84691,1001,rv,11/13/23,"",40.4,,,,,,,,,50,52,45,,,14,,25.5,,,,45,,,,,,,,,,,,,,,,3.5,,,46.4285714285714,,,3,46,,
84692,403,rv,11/3/23,Washington,38,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,27,,,3,,,
84696,1000,rv,11/13/23,Ohio,34.8,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,1.8,,,47.45,,,1.2,,,
84697,946,rv,11/11/23,Florida,38.55,,,,,,,,,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,,,,,,
84702,700,lv,11/15/23,Washington,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
84708,1000,rv,11/14/23,California,46.6,,,,,,,,,,,47.2,,,7.5,,,,,,52.6,,,,,,,,,,,,,,,,1.7,,,35.125,,,1.2,,,
84709,600,lv,11/16/23,Michigan,38.5,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84711,1000,rv,11/14/23,"",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
84713,803,rv,11/15/23,New York,41.5,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,32,,,5,,,
84715,2851,rv,11/16/23,"",40,,,,,,,,,43,41.5,41.3333333333333,,,19.5,,,,,,,,,,,,,,,,,,,,,,2,,,48,,,3,,,
84717,800,lv,11/15/23,Florida,41.1,,,,,,,,,46.1,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,45.7,,,,,,
84718,3017,rv,11/19/23,"",42,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,48,,,4,,,
84719,5855,rv,11/19/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84720,4000,rv,11/18/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84721,4000,rv,11/17/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84722,4000,rv,11/16/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84723,4000,rv,11/15/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84724,4000,rv,11/14/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84725,4000,rv,11/13/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84726,4000,rv,11/11/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84727,4000,rv,11/10/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84728,4000,rv,11/9/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84729,4000,rv,11/8/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84730,4000,rv,11/7/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84731,4000,rv,11/6/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84732,4000,rv,11/4/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
